Province,Year,Quarter,Crop,AFF GDP Q_n-1,AFF GDP Q_n-2,AFF GDP Q_n-3,AFF GDP Q_n-4,AFF GDP Q_n-5,AFF GDP Q_n-6,NINO3.4 SST Q_n-1,NINO3.4 SST Q_n-2,NINO3.4 SST Q_n-3,NINO3.4 SST Q_n-4,NINO3.4 SST Q_n-5,NINO3.4 SST Q_n-6,Area Harvested Q_n,Area Harvested Q_n-1,Area Harvested Q_n-2,Area Harvested Q_n-3,Area Harvested Q_n-4,Area Harvested Q_n-5,Area Harvested Q_n-6,PALAY YIELD Q_n
Romblon,2007,1,Irrigated Palay,258094.3,203640.3,202886.6,210596.4,244281.1,186337.0,27.61,27.266666666666666,27.709999999999997,26.09,26.276666666666667,26.99,1392.0,2189.0,1184.0,480.0,1727.0,2243.0,1161.0,4385.0
Romblon,2007,2,Irrigated Palay,225815.3,258094.3,203640.3,202886.6,210596.4,244281.1,27.103333333333335,27.61,27.266666666666666,27.709999999999997,26.09,26.276666666666667,482.0,1392.0,2189.0,1184.0,480.0,1727.0,2243.0,1701.0
Romblon,2007,3,Irrigated Palay,225863.8,225815.3,258094.3,203640.3,202886.6,210596.4,27.573333333333334,27.103333333333335,27.61,27.266666666666666,27.709999999999997,26.09,1040.0,482.0,1392.0,2189.0,1184.0,480.0,1727.0,3900.0
Romblon,2007,4,Irrigated Palay,225946.3,225863.8,225815.3,258094.3,203640.3,202886.6,26.37,27.573333333333334,27.103333333333335,27.61,27.266666666666666,27.709999999999997,2058.0,1040.0,482.0,1392.0,2189.0,1184.0,480.0,7633.0
Romblon,2008,1,Irrigated Palay,301804.3,225946.3,225863.8,225815.3,258094.3,203640.3,25.48333333333333,26.37,27.573333333333334,27.103333333333335,27.61,27.266666666666666,1395.0,2058.0,1040.0,482.0,1392.0,2189.0,1184.0,5357.0
Romblon,2008,2,Irrigated Palay,267036.3,301804.3,225946.3,225863.8,225815.3,258094.3,25.506666666666664,25.48333333333333,26.37,27.573333333333334,27.103333333333335,27.61,593.0,1395.0,2058.0,1040.0,482.0,1392.0,2189.0,2188.0
Romblon,2008,3,Irrigated Palay,293394.2,267036.3,301804.3,225946.3,225863.8,225815.3,27.070000000000004,25.506666666666664,25.48333333333333,26.37,27.573333333333334,27.103333333333335,776.0,593.0,1395.0,2058.0,1040.0,482.0,1392.0,2717.0
Romblon,2008,4,Irrigated Palay,274774.3,293394.2,267036.3,301804.3,225946.3,225863.8,26.793333333333333,27.070000000000004,25.506666666666664,25.48333333333333,26.37,27.573333333333334,1974.0,776.0,593.0,1395.0,2058.0,1040.0,482.0,7069.0
Romblon,2009,1,Irrigated Palay,333368.4,274774.3,293394.2,267036.3,301804.3,225946.3,26.290000000000003,26.793333333333333,27.070000000000004,25.506666666666664,25.48333333333333,26.37,1867.0,1974.0,776.0,593.0,1395.0,2058.0,1040.0,6996.0
Romblon,2009,2,Irrigated Palay,296534.9,333368.4,274774.3,293394.2,267036.3,301804.3,26.166666666666668,26.290000000000003,26.793333333333333,27.070000000000004,25.506666666666664,25.48333333333333,620.0,1867.0,1974.0,776.0,593.0,1395.0,2058.0,2376.0
Romblon,2009,3,Irrigated Palay,287441.7,296534.9,333368.4,274774.3,293394.2,267036.3,27.94666666666667,26.166666666666668,26.290000000000003,26.793333333333333,27.070000000000004,25.506666666666664,1064.0,620.0,1867.0,1974.0,776.0,593.0,1395.0,3825.0
Romblon,2009,4,Irrigated Palay,273942.3,287441.7,296534.9,333368.4,274774.3,293394.2,27.633333333333336,27.94666666666667,26.166666666666668,26.290000000000003,26.793333333333333,27.070000000000004,1691.0,1064.0,620.0,1867.0,1974.0,776.0,593.0,6369.0
Romblon,2010,1,Irrigated Palay,362066.3,273942.3,287441.7,296534.9,333368.4,274774.3,28.09,27.633333333333336,27.94666666666667,26.166666666666668,26.290000000000003,26.793333333333333,2168.0,1691.0,1064.0,620.0,1867.0,1974.0,776.0,7400.0
Romblon,2010,2,Irrigated Palay,312501.2,362066.3,273942.3,287441.7,296534.9,333368.4,28.12,28.09,27.633333333333336,27.94666666666667,26.166666666666668,26.290000000000003,284.0,2168.0,1691.0,1064.0,620.0,1867.0,1974.0,982.0
Romblon,2010,3,Irrigated Palay,292304.1,312501.2,362066.3,273942.3,287441.7,296534.9,27.776666666666667,28.12,28.09,27.633333333333336,27.94666666666667,26.166666666666668,354.0,284.0,2168.0,1691.0,1064.0,620.0,1867.0,1260.0
Romblon,2010,4,Irrigated Palay,293158.5,292304.1,312501.2,362066.3,273942.3,287441.7,25.843333333333334,27.776666666666667,28.12,28.09,27.633333333333336,27.94666666666667,2366.0,354.0,284.0,2168.0,1691.0,1064.0,620.0,8872.0
Romblon,2011,1,Irrigated Palay,394354.0,293158.5,292304.1,312501.2,362066.3,273942.3,25.393333333333334,25.843333333333334,27.776666666666667,28.12,28.09,27.633333333333336,2457.0,2366.0,354.0,284.0,2168.0,1691.0,1064.0,8727.0
Romblon,2011,2,Irrigated Palay,353982.1,394354.0,293158.5,292304.1,312501.2,362066.3,25.679999999999996,25.393333333333334,25.843333333333334,27.776666666666667,28.12,28.09,474.0,2457.0,2366.0,354.0,284.0,2168.0,1691.0,1770.0
Romblon,2011,3,Irrigated Palay,340422.5,353982.1,394354.0,293158.5,292304.1,312501.2,27.313333333333333,25.679999999999996,25.393333333333334,25.843333333333334,27.776666666666667,28.12,886.0,474.0,2457.0,2366.0,354.0,284.0,2168.0,3273.0
Romblon,2011,4,Irrigated Palay,321381.7,340422.5,353982.1,394354.0,293158.5,292304.1,26.560000000000002,27.313333333333333,25.679999999999996,25.393333333333334,25.843333333333334,27.776666666666667,1986.0,886.0,474.0,2457.0,2366.0,354.0,284.0,7719.0
Romblon,2012,1,Irrigated Palay,414178.3,321381.7,340422.5,353982.1,394354.0,293158.5,25.856666666666666,26.560000000000002,27.313333333333333,25.679999999999996,25.393333333333334,25.843333333333334,2405.0,1986.0,886.0,474.0,2457.0,2366.0,354.0,8642.0
Romblon,2012,2,Irrigated Palay,347054.9,414178.3,321381.7,340422.5,353982.1,394354.0,26.293333333333333,25.856666666666666,26.560000000000002,27.313333333333333,25.679999999999996,25.393333333333334,408.0,2405.0,1986.0,886.0,474.0,2457.0,2366.0,1558.0
Romblon,2012,3,Irrigated Palay,337675.2,347054.9,414178.3,321381.7,340422.5,353982.1,27.643333333333334,26.293333333333333,25.856666666666666,26.560000000000002,27.313333333333333,25.679999999999996,973.0,408.0,2405.0,1986.0,886.0,474.0,2457.0,3639.0
Romblon,2012,4,Irrigated Palay,334959.8,337675.2,347054.9,414178.3,321381.7,340422.5,27.45,27.643333333333334,26.293333333333333,25.856666666666666,26.560000000000002,27.313333333333333,1922.0,973.0,408.0,2405.0,1986.0,886.0,474.0,7650.0
Romblon,2013,1,Irrigated Palay,428783.4,334959.8,337675.2,347054.9,414178.3,321381.7,26.876666666666665,27.45,27.643333333333334,26.293333333333333,25.856666666666666,26.560000000000002,2398.0,1922.0,973.0,408.0,2405.0,1986.0,886.0,7599.0
Romblon,2013,2,Irrigated Palay,355840.1,428783.4,334959.8,337675.2,347054.9,414178.3,26.453333333333333,26.876666666666665,27.45,27.643333333333334,26.293333333333333,25.856666666666666,186.0,2398.0,1922.0,973.0,408.0,2405.0,1986.0,642.0
Romblon,2013,3,Irrigated Palay,338539.2,355840.1,428783.4,334959.8,337675.2,347054.9,27.623333333333335,26.453333333333333,26.876666666666665,27.45,27.643333333333334,26.293333333333333,450.0,186.0,2398.0,1922.0,973.0,408.0,2405.0,1775.0
Romblon,2013,4,Irrigated Palay,344721.8,338539.2,355840.1,428783.4,334959.8,337675.2,26.763333333333332,27.623333333333335,26.453333333333333,26.876666666666665,27.45,27.643333333333334,2349.0,450.0,186.0,2398.0,1922.0,973.0,408.0,9226.0
Romblon,2014,1,Irrigated Palay,464020.4,344721.8,338539.2,355840.1,428783.4,334959.8,26.606666666666666,26.763333333333332,27.623333333333335,26.453333333333333,26.876666666666665,27.45,2365.0,2349.0,450.0,186.0,2398.0,1922.0,973.0,7603.0
Romblon,2014,2,Irrigated Palay,393886.9,464020.4,344721.8,338539.2,355840.1,428783.4,26.28333333333333,26.606666666666666,26.763333333333332,27.623333333333335,26.453333333333333,26.876666666666665,139.0,2365.0,2349.0,450.0,186.0,2398.0,1922.0,414.0
Romblon,2014,3,Irrigated Palay,374265.3,393886.9,464020.4,344721.8,338539.2,355840.1,28.166666666666668,26.28333333333333,26.606666666666666,26.763333333333332,27.623333333333335,26.453333333333333,115.0,139.0,2365.0,2349.0,450.0,186.0,2398.0,416.0
Romblon,2014,4,Irrigated Palay,357220.7,374265.3,393886.9,464020.4,344721.8,338539.2,27.076666666666668,28.166666666666668,26.28333333333333,26.606666666666666,26.763333333333332,27.623333333333335,2605.0,115.0,139.0,2365.0,2349.0,450.0,186.0,10359.0
Romblon,2015,1,Irrigated Palay,495327.0,357220.7,374265.3,393886.9,464020.4,344721.8,27.349999999999998,27.076666666666668,28.166666666666668,26.28333333333333,26.606666666666666,26.763333333333332,2225.0,2605.0,115.0,139.0,2365.0,2349.0,450.0,7050.0
Romblon,2015,2,Irrigated Palay,380057.7,495327.0,357220.7,374265.3,393886.9,464020.4,27.41,27.349999999999998,27.076666666666668,28.166666666666668,26.28333333333333,26.606666666666666,103.0,2225.0,2605.0,115.0,139.0,2365.0,2349.0,274.0
Romblon,2015,3,Irrigated Palay,350398.4,380057.7,495327.0,357220.7,374265.3,393886.9,28.689999999999998,27.41,27.349999999999998,27.076666666666668,28.166666666666668,26.28333333333333,210.0,103.0,2225.0,2605.0,115.0,139.0,2365.0,783.0
Romblon,2015,4,Irrigated Palay,339552.1,350398.4,380057.7,495327.0,357220.7,374265.3,28.55333333333333,28.689999999999998,27.41,27.349999999999998,27.076666666666668,28.166666666666668,2505.0,210.0,103.0,2225.0,2605.0,115.0,139.0,9857.0
Romblon,2016,1,Irrigated Palay,463360.9,339552.1,350398.4,380057.7,495327.0,357220.7,29.183333333333334,28.55333333333333,28.689999999999998,27.41,27.349999999999998,27.076666666666668,2162.0,2505.0,210.0,103.0,2225.0,2605.0,115.0,6513.0
Romblon,2016,2,Irrigated Palay,367694.2,463360.9,339552.1,350398.4,380057.7,495327.0,28.953333333333333,29.183333333333334,28.55333333333333,28.689999999999998,27.41,27.349999999999998,74.0,2162.0,2505.0,210.0,103.0,2225.0,2605.0,168.0
Romblon,2016,3,Irrigated Palay,348622.8,367694.2,463360.9,339552.1,350398.4,380057.7,28.223333333333333,28.953333333333333,29.183333333333334,28.55333333333333,28.689999999999998,27.41,198.0,74.0,2162.0,2505.0,210.0,103.0,2225.0,778.0
Romblon,2016,4,Irrigated Palay,359115.2,348622.8,367694.2,463360.9,339552.1,350398.4,26.543333333333333,28.223333333333333,28.953333333333333,29.183333333333334,28.55333333333333,28.689999999999998,2615.0,198.0,74.0,2162.0,2505.0,210.0,103.0,10450.0
Romblon,2017,1,Irrigated Palay,468846.3,359115.2,348622.8,367694.2,463360.9,339552.1,26.186666666666667,26.543333333333333,28.223333333333333,28.953333333333333,29.183333333333334,28.55333333333333,2309.0,2615.0,198.0,74.0,2162.0,2505.0,210.0,8066.0
Romblon,2017,2,Irrigated Palay,399693.9,468846.3,359115.2,348622.8,367694.2,463360.9,26.856666666666666,26.186666666666667,26.543333333333333,28.223333333333333,28.953333333333333,29.183333333333334,180.0,2309.0,2615.0,198.0,74.0,2162.0,2505.0,624.0
Romblon,2017,3,Irrigated Palay,391556.8,399693.9,468846.3,359115.2,348622.8,367694.2,28.19,26.856666666666666,26.186666666666667,26.543333333333333,28.223333333333333,28.953333333333333,425.0,180.0,2309.0,2615.0,198.0,74.0,2162.0,1678.0
Romblon,2017,4,Irrigated Palay,381799.4,391556.8,399693.9,468846.3,359115.2,348622.8,26.956666666666667,28.19,26.856666666666666,26.186666666666667,26.543333333333333,28.223333333333333,2595.0,425.0,180.0,2309.0,2615.0,198.0,74.0,10136.0
Romblon,2018,1,Irrigated Palay,512906.0,381799.4,391556.8,399693.9,468846.3,359115.2,26.01,26.956666666666667,28.19,26.856666666666666,26.186666666666667,26.543333333333333,2383.0,2595.0,425.0,180.0,2309.0,2615.0,198.0,8778.0
Romblon,2018,2,Irrigated Palay,429665.7,512906.0,381799.4,391556.8,399693.9,468846.3,26.143333333333334,26.01,26.956666666666667,28.19,26.856666666666666,26.186666666666667,210.0,2383.0,2595.0,425.0,180.0,2309.0,2615.0,741.0
Romblon,2018,3,Irrigated Palay,406440.8,429665.7,512906.0,381799.4,391556.8,399693.9,27.646666666666665,26.143333333333334,26.01,26.956666666666667,28.19,26.856666666666666,727.0,210.0,2383.0,2595.0,425.0,180.0,2309.0,2623.0
Romblon,2018,4,Irrigated Palay,396871.1,406440.8,429665.7,512906.0,381799.4,391556.8,27.266666666666666,27.646666666666665,26.143333333333334,26.01,26.956666666666667,28.19,2325.0,727.0,210.0,2383.0,2595.0,425.0,180.0,8842.0
Romblon,2019,1,Irrigated Palay,529638.9,396871.1,406440.8,429665.7,512906.0,381799.4,27.62,27.266666666666666,27.646666666666665,26.143333333333334,26.01,26.956666666666667,2324.0,2325.0,727.0,210.0,2383.0,2595.0,425.0,8375.0
Romblon,2019,2,Irrigated Palay,420920.0,529638.9,396871.1,406440.8,429665.7,512906.0,27.63,27.62,27.266666666666666,27.646666666666665,26.143333333333334,26.01,93.47,2324.0,2325.0,727.0,210.0,2383.0,2595.0,310.0
Romblon,2019,3,Irrigated Palay,395738.8,420920.0,529638.9,396871.1,406440.8,429665.7,28.49,27.63,27.62,27.266666666666666,27.646666666666665,26.143333333333334,158.0,93.47,2324.0,2325.0,727.0,210.0,2383.0,530.0
Romblon,2019,4,Irrigated Palay,391370.6,395738.8,420920.0,529638.9,396871.1,406440.8,27.173333333333332,28.49,27.63,27.62,27.266666666666666,27.646666666666665,2501.0,158.0,93.47,2324.0,2325.0,727.0,210.0,9763.0
Romblon,2020,1,Irrigated Palay,513509.3,391370.6,395738.8,420920.0,529638.9,396871.1,27.213333333333335,27.173333333333332,28.49,27.63,27.62,27.266666666666666,2233.0,2501.0,158.0,93.47,2324.0,2325.0,727.0,8219.0
Romblon,2020,2,Irrigated Palay,442374.6,513509.3,391370.6,395738.8,420920.0,529638.9,27.290000000000003,27.213333333333335,27.173333333333332,28.49,27.63,27.62,249.0,2233.0,2501.0,158.0,93.47,2324.0,2325.0,820.0
Romblon,2020,3,Irrigated Palay,423957.9,442374.6,513509.3,391370.6,395738.8,420920.0,27.776666666666667,27.290000000000003,27.213333333333335,27.173333333333332,28.49,27.63,303.0,249.0,2233.0,2501.0,158.0,93.47,2324.0,1136.0
Romblon,2020,4,Irrigated Palay,410313.2,423957.9,442374.6,513509.3,391370.6,395738.8,26.55,27.776666666666667,27.290000000000003,27.213333333333335,27.173333333333332,28.49,2415.0,303.0,249.0,2233.0,2501.0,158.0,93.47,9711.0
Romblon,2021,1,Irrigated Palay,551778.0,410313.2,423957.9,442374.6,513509.3,391370.6,25.63,26.55,27.776666666666667,27.290000000000003,27.213333333333335,27.173333333333332,2354.0,2415.0,303.0,249.0,2233.0,2501.0,158.0,8974.0
Romblon,2021,2,Irrigated Palay,486938.0,551778.0,410313.2,423957.9,442374.6,513509.3,26.076666666666668,25.63,26.55,27.776666666666667,27.290000000000003,27.213333333333335,110.0,2354.0,2415.0,303.0,249.0,2233.0,2501.0,364.0
Romblon,2021,3,Irrigated Palay,453832.3,486938.0,551778.0,410313.2,423957.9,442374.6,27.49,26.076666666666668,25.63,26.55,27.776666666666667,27.290000000000003,728.0,110.0,2354.0,2415.0,303.0,249.0,2233.0,2800.0
Romblon,2021,4,Irrigated Palay,433483.8,453832.3,486938.0,551778.0,410313.2,423957.9,26.74,27.49,26.076666666666668,25.63,26.55,27.776666666666667,1929.0,728.0,110.0,2354.0,2415.0,303.0,249.0,7648.0
Romblon,2022,1,Irrigated Palay,580232.6,433483.8,453832.3,486938.0,551778.0,410313.2,25.856666666666666,26.74,27.49,26.076666666666668,25.63,26.55,2379.0,1929.0,728.0,110.0,2354.0,2415.0,303.0,9140.0
Romblon,2022,2,Irrigated Palay,499972.7,580232.6,433483.8,453832.3,486938.0,551778.0,26.03,25.856666666666666,26.74,27.49,26.076666666666668,25.63,212.84,2379.0,1929.0,728.0,110.0,2354.0,2415.0,798.24
Romblon,2022,3,Irrigated Palay,480440.7,499972.7,580232.6,433483.8,453832.3,486938.0,26.903333333333336,26.03,25.856666666666666,26.74,27.49,26.076666666666668,332.0,212.84,2379.0,1929.0,728.0,110.0,2354.0,1332.0
Romblon,2022,4,Irrigated Palay,484834.0,480440.7,499972.7,580232.6,433483.8,453832.3,26.143333333333334,26.903333333333336,26.03,25.856666666666666,26.74,27.49,2368.0,332.0,212.84,2379.0,1929.0,728.0,110.0,9341.0
Romblon,2023,1,Irrigated Palay,638842.5,484834.0,480440.7,499972.7,580232.6,433483.8,25.873333333333335,26.143333333333334,26.903333333333336,26.03,25.856666666666666,26.74,2136.0,2368.0,332.0,212.84,2379.0,1929.0,728.0,8214.0
Romblon,2023,2,Irrigated Palay,566966.6,638842.5,484834.0,480440.7,499972.7,580232.6,26.46666666666667,25.873333333333335,26.143333333333334,26.903333333333336,26.03,25.856666666666666,385.0,2136.0,2368.0,332.0,212.84,2379.0,1929.0,1383.0
Romblon,2023,3,Irrigated Palay,503276.0,566966.6,638842.5,484834.0,480440.7,499972.7,28.310000000000002,26.46666666666667,25.873333333333335,26.143333333333334,26.903333333333336,26.03,336.0,385.0,2136.0,2368.0,332.0,212.84,2379.0,1257.0
Romblon,2023,4,Irrigated Palay,511362.3,503276.0,566966.6,638842.5,484834.0,480440.7,28.286666666666665,28.310000000000002,26.46666666666667,25.873333333333335,26.143333333333334,26.903333333333336,2857.0,336.0,385.0,2136.0,2368.0,332.0,212.84,10211.61
Romblon,2024,1,Irrigated Palay,703554.3,511362.3,503276.0,566966.6,638842.5,484834.0,28.573333333333334,28.286666666666665,28.310000000000002,26.46666666666667,25.873333333333335,26.143333333333334,1967.0,2857.0,336.0,385.0,2136.0,2368.0,332.0,6382.44
Albay,1988,3,Irrigated Palay,48545.2,42356.2,48597.8,32527.7,42938.7,39782.8,26.61,27.156666666666666,27.606666666666666,28.173333333333332,28.290000000000003,27.72666666666667,8730.0,8650.0,18400.0,11360.0,4550.0,9130.0,12970.0,22436.0
Albay,1988,4,Irrigated Palay,39183.9,48545.2,42356.2,48597.8,32527.7,42938.7,25.623333333333335,26.61,27.156666666666666,27.606666666666666,28.173333333333332,28.290000000000003,11470.0,8730.0,8650.0,18400.0,11360.0,4550.0,9130.0,26861.0
Albay,1989,1,Irrigated Palay,52976.1,39183.9,48545.2,42356.2,48597.8,32527.7,24.663333333333338,25.623333333333335,26.61,27.156666666666666,27.606666666666666,28.173333333333332,13060.0,11470.0,8730.0,8650.0,18400.0,11360.0,4550.0,20581.0
Albay,1989,2,Irrigated Palay,48914.0,52976.1,39183.9,48545.2,42356.2,48597.8,25.206666666666667,24.663333333333338,25.623333333333335,26.61,27.156666666666666,27.606666666666666,7800.0,13060.0,11470.0,8730.0,8650.0,18400.0,11360.0,22457.0
Albay,1989,3,Irrigated Palay,51913.1,48914.0,52976.1,39183.9,48545.2,42356.2,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,26.61,27.156666666666666,8130.0,7800.0,13060.0,11470.0,8730.0,8650.0,18400.0,20448.0
Albay,1989,4,Irrigated Palay,48903.4,51913.1,48914.0,52976.1,39183.9,48545.2,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,26.61,11080.0,8130.0,7800.0,13060.0,11470.0,8730.0,8650.0,36675.0
Albay,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,52976.1,39183.9,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,18990.0,11080.0,8130.0,7800.0,13060.0,11470.0,8730.0,44740.0
Albay,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,48914.0,52976.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,6980.0,18990.0,11080.0,8130.0,7800.0,13060.0,11470.0,21394.0
Albay,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,51913.1,48914.0,27.7,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,10660.0,6980.0,18990.0,11080.0,8130.0,7800.0,13060.0,28249.0
Albay,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,48903.4,51913.1,26.996666666666666,27.7,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,7240.0,10660.0,6980.0,18990.0,11080.0,8130.0,7800.0,25349.0
Albay,1991,1,Irrigated Palay,68165.9,53027.8,56557.5,57509.0,59752.8,48903.4,26.846666666666664,26.996666666666666,27.7,26.746666666666666,26.290000000000003,26.386666666666667,27450.0,7240.0,10660.0,6980.0,18990.0,11080.0,8130.0,69460.0
Albay,1991,2,Irrigated Palay,63482.2,68165.9,53027.8,56557.5,57509.0,59752.8,26.973333333333333,26.846666666666664,26.996666666666666,27.7,26.746666666666666,26.290000000000003,4070.0,27450.0,7240.0,10660.0,6980.0,18990.0,11080.0,12855.0
Albay,1991,3,Irrigated Palay,62316.1,63482.2,68165.9,53027.8,56557.5,57509.0,28.040000000000003,26.973333333333333,26.846666666666664,26.996666666666666,27.7,26.746666666666666,10780.0,4070.0,27450.0,7240.0,10660.0,6980.0,18990.0,33322.0
Albay,1991,4,Irrigated Palay,55754.1,62316.1,63482.2,68165.9,53027.8,56557.5,27.44666666666667,28.040000000000003,26.973333333333333,26.846666666666664,26.996666666666666,27.7,7050.0,10780.0,4070.0,27450.0,7240.0,10660.0,6980.0,22999.0
Albay,1992,1,Irrigated Palay,79396.1,55754.1,62316.1,63482.2,68165.9,53027.8,27.753333333333334,27.44666666666667,28.040000000000003,26.973333333333333,26.846666666666664,26.996666666666666,25600.0,7050.0,10780.0,4070.0,27450.0,7240.0,10660.0,66959.0
Albay,1992,2,Irrigated Palay,72138.6,79396.1,55754.1,62316.1,63482.2,68165.9,28.3,27.753333333333334,27.44666666666667,28.040000000000003,26.973333333333333,26.846666666666664,5560.0,25600.0,7050.0,10780.0,4070.0,27450.0,7240.0,17295.0
Albay,1992,3,Irrigated Palay,67859.7,72138.6,79396.1,55754.1,62316.1,63482.2,28.573333333333334,28.3,27.753333333333334,27.44666666666667,28.040000000000003,26.973333333333333,8760.0,5560.0,25600.0,7050.0,10780.0,4070.0,27450.0,29743.0
Albay,1992,4,Irrigated Palay,61128.0,67859.7,72138.6,79396.1,55754.1,62316.1,26.956666666666667,28.573333333333334,28.3,27.753333333333334,27.44666666666667,28.040000000000003,9040.0,8760.0,5560.0,25600.0,7050.0,10780.0,4070.0,30713.0
Albay,1993,1,Irrigated Palay,93417.7,61128.0,67859.7,72138.6,79396.1,55754.1,26.563333333333333,26.956666666666667,28.573333333333334,28.3,27.753333333333334,27.44666666666667,20600.0,9040.0,8760.0,5560.0,25600.0,7050.0,10780.0,56238.0
Albay,1993,2,Irrigated Palay,79063.6,93417.7,61128.0,67859.7,72138.6,79396.1,27.08666666666667,26.563333333333333,26.956666666666667,28.573333333333334,28.3,27.753333333333334,8460.0,20600.0,9040.0,8760.0,5560.0,25600.0,7050.0,30483.0
Albay,1993,3,Irrigated Palay,71961.1,79063.6,93417.7,61128.0,67859.7,72138.6,28.173333333333332,27.08666666666667,26.563333333333333,26.956666666666667,28.573333333333334,28.3,9540.0,8460.0,20600.0,9040.0,8760.0,5560.0,25600.0,30760.0
Albay,1993,4,Irrigated Palay,62458.1,71961.1,79063.6,93417.7,61128.0,67859.7,27.123333333333335,28.173333333333332,27.08666666666667,26.563333333333333,26.956666666666667,28.573333333333334,17680.0,9540.0,8460.0,20600.0,9040.0,8760.0,5560.0,48466.0
Albay,1994,1,Irrigated Palay,104628.6,62458.1,71961.1,79063.6,93417.7,61128.0,26.866666666666664,27.123333333333335,28.173333333333332,27.08666666666667,26.563333333333333,26.956666666666667,12640.0,17680.0,9540.0,8460.0,20600.0,9040.0,8760.0,27348.0
Albay,1994,2,Irrigated Palay,91738.8,104628.6,62458.1,71961.1,79063.6,93417.7,26.87,26.866666666666664,27.123333333333335,28.173333333333332,27.08666666666667,26.563333333333333,15270.0,12640.0,17680.0,9540.0,8460.0,20600.0,9040.0,36330.0
Albay,1994,3,Irrigated Palay,87405.3,91738.8,104628.6,62458.1,71961.1,79063.6,27.906666666666666,26.87,26.866666666666664,27.123333333333335,28.173333333333332,27.08666666666667,13440.0,15270.0,12640.0,17680.0,9540.0,8460.0,20600.0,34722.0
Albay,1994,4,Irrigated Palay,79050.2,87405.3,91738.8,104628.6,62458.1,71961.1,27.209999999999997,27.906666666666666,26.87,26.866666666666664,27.123333333333335,28.173333333333332,15640.0,13440.0,15270.0,12640.0,17680.0,9540.0,8460.0,40383.0
Albay,1995,1,Irrigated Palay,114037.0,79050.2,87405.3,91738.8,104628.6,62458.1,27.63,27.209999999999997,27.906666666666666,26.87,26.866666666666664,27.123333333333335,18870.0,15640.0,13440.0,15270.0,12640.0,17680.0,9540.0,43401.0
Albay,1995,2,Irrigated Palay,97631.4,114037.0,79050.2,87405.3,91738.8,104628.6,27.406666666666666,27.63,27.209999999999997,27.906666666666666,26.87,26.866666666666664,8834.0,18870.0,15640.0,13440.0,15270.0,12640.0,17680.0,22173.0
Albay,1995,3,Irrigated Palay,91833.8,97631.4,114037.0,79050.2,87405.3,91738.8,27.63,27.406666666666666,27.63,27.209999999999997,27.906666666666666,26.87,13260.0,8834.0,18870.0,15640.0,13440.0,15270.0,12640.0,31510.0
Albay,1995,4,Irrigated Palay,95039.6,91833.8,97631.4,114037.0,79050.2,87405.3,26.506666666666664,27.63,27.406666666666666,27.63,27.209999999999997,27.906666666666666,12420.0,13260.0,8834.0,18870.0,15640.0,13440.0,15270.0,19996.0
Albay,1996,1,Irrigated Palay,127416.9,95039.6,91833.8,97631.4,114037.0,79050.2,25.786666666666665,26.506666666666664,27.63,27.406666666666666,27.63,27.209999999999997,13200.0,12420.0,13260.0,8834.0,18870.0,15640.0,13440.0,29172.0
Albay,1996,2,Irrigated Palay,111239.9,127416.9,95039.6,91833.8,97631.4,114037.0,26.093333333333334,25.786666666666665,26.506666666666664,27.63,27.406666666666666,27.63,14080.0,13200.0,12420.0,13260.0,8834.0,18870.0,15640.0,30378.0
Albay,1996,3,Irrigated Palay,106899.1,111239.9,127416.9,95039.6,91833.8,97631.4,27.30666666666667,26.093333333333334,25.786666666666665,26.506666666666664,27.63,27.406666666666666,13750.0,14080.0,13200.0,12420.0,13260.0,8834.0,18870.0,38225.0
Albay,1996,4,Irrigated Palay,103514.7,106899.1,111239.9,127416.9,95039.6,91833.8,26.643333333333334,27.30666666666667,26.093333333333334,25.786666666666665,26.506666666666664,27.63,11720.0,13750.0,14080.0,13200.0,12420.0,13260.0,8834.0,30589.0
Albay,1997,1,Irrigated Palay,125319.5,103514.7,106899.1,111239.9,127416.9,95039.6,26.21666666666667,26.643333333333334,27.30666666666667,26.093333333333334,25.786666666666665,26.506666666666664,12620.0,11720.0,13750.0,14080.0,13200.0,12420.0,13260.0,34453.0
Albay,1997,2,Irrigated Palay,113363.8,125319.5,103514.7,106899.1,111239.9,127416.9,26.39,26.21666666666667,26.643333333333334,27.30666666666667,26.093333333333334,25.786666666666665,11430.0,12620.0,11720.0,13750.0,14080.0,13200.0,12420.0,32576.0
Albay,1997,3,Irrigated Palay,106215.2,113363.8,125319.5,103514.7,106899.1,111239.9,28.166666666666668,26.39,26.21666666666667,26.643333333333334,27.30666666666667,26.093333333333334,7840.0,11430.0,12620.0,11720.0,13750.0,14080.0,13200.0,20227.0
