Province,Year,Quarter,Crop,AFF GDP Q_n-1,AFF GDP Q_n-2,AFF GDP Q_n-3,AFF GDP Q_n-4,NINO3.4 SST Q_n-1,NINO3.4 SST Q_n-2,NINO3.4 SST Q_n-3,NINO3.4 SST Q_n-4,Area Harvested Q_n,Area Harvested Q_n-1,Area Harvested Q_n-2,Area Harvested Q_n-3,Area Harvested Q_n-4,PALAY YIELD Q_n
Leyte,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,5840.0,5320.0,7250.0,8420.0,2750.0,9845.0
Leyte,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,12100.0,5840.0,5320.0,7250.0,8420.0,27225.0
Northern Samar,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,34870.0,5450.0,50.0,1470.0,27400.0,23375.0
Northern Samar,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,480.0,34870.0,5450.0,50.0,1470.0,460.0
Northern Samar,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,50.0,480.0,34870.0,5450.0,50.0,37.0
Northern Samar,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,4160.0,50.0,480.0,34870.0,5450.0,5962.0
Samar,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,15900.0,19670.0,2590.0,9940.0,9110.0,10527.0
Samar,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,8760.0,15900.0,19670.0,2590.0,9940.0,9962.0
Samar,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,8570.0,8760.0,15900.0,19670.0,2590.0,12085.0
Samar,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,11850.0,8570.0,8760.0,15900.0,19670.0,15618.0
Southern Leyte,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,1830.0,1130.0,50.0,1610.0,670.0,5730.0
Southern Leyte,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,790.0,1830.0,1130.0,50.0,1610.0,2554.0
Southern Leyte,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,400.0,790.0,1830.0,1130.0,50.0,1041.0
Southern Leyte,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,1250.0,400.0,790.0,1830.0,1130.0,4138.0
Zamboanga del Norte,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,6460.0,11840.0,2500.0,1230.0,5980.0,9513.0
Zamboanga del Norte,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,970.0,6460.0,11840.0,2500.0,1230.0,1620.0
Zamboanga del Norte,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,2810.0,970.0,6460.0,11840.0,2500.0,5406.0
Zamboanga del Norte,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,7330.0,2810.0,970.0,6460.0,11840.0,14587.0
Zamboanga del Sur,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,10430.0,17210.0,14170.0,2600.0,11340.0,21251.0
Zamboanga del Sur,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,2260.0,10430.0,17210.0,14170.0,2600.0,6102.0
Zamboanga del Sur,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,12900.0,2260.0,10430.0,17210.0,14170.0,21001.0
Zamboanga del Sur,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,12320.0,12900.0,2260.0,10430.0,17210.0,34034.0
Zamboanga City,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,570.0,980.0,1720.0,160.0,370.0,800.0
Zamboanga City,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,390.0,570.0,980.0,1720.0,160.0,986.0
Zamboanga City,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,2560.0,390.0,570.0,980.0,1720.0,2860.0
Zamboanga City,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,1050.0,2560.0,390.0,570.0,980.0,3213.0
Bukidnon,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,8880.0,970.0,9220.0,430.0,2910.0,20026.0
Bukidnon,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,230.0,8880.0,970.0,9220.0,430.0,580.0
Bukidnon,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,11530.0,230.0,8880.0,970.0,9220.0,18363.0
Bukidnon,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,420.0,11530.0,230.0,8880.0,970.0,1380.0
Davao del Norte,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,8310.0,11590.0,3710.0,7850.0,6370.0,25789.0
Davao del Norte,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,5400.0,8310.0,11590.0,3710.0,7850.0,16416.0
Davao del Norte,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,2920.0,5400.0,8310.0,11590.0,3710.0,10337.0
Davao del Norte,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,17880.0,2920.0,5400.0,8310.0,11590.0,58039.0
Davao del Sur,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,70.0,280.0,890.0,1440.0,30.0,214.0
Davao del Sur,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,1100.0,70.0,280.0,890.0,1440.0,3300.0
Davao del Sur,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,1300.0,1100.0,70.0,280.0,890.0,5590.0
City of Davao,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,740.0,1300.0,2010.0,2050.0,820.0,1791.0
City of Davao,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,1760.0,740.0,1300.0,2010.0,2050.0,3808.0
City of Davao,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,1770.0,1760.0,740.0,1300.0,2010.0,3434.0
City of Davao,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,1210.0,1770.0,1760.0,740.0,1300.0,4223.0
Cotabato (North Cotabato),1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,5940.0,8930.0,6860.0,250.0,6090.0,15204.0
Cotabato (North Cotabato),1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,2670.0,5940.0,8930.0,6860.0,250.0,6915.0
Cotabato (North Cotabato),1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,16880.0,2670.0,5940.0,8930.0,6860.0,45595.0
Cotabato (North Cotabato),1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,1080.0,16880.0,2670.0,5940.0,8930.0,3456.0
South Cotabato,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,2660.0,2800.0,5120.0,890.0,4500.0,7819.0
South Cotabato,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,1340.0,2660.0,2800.0,5120.0,890.0,2760.0
South Cotabato,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,4260.0,1340.0,2660.0,2800.0,5120.0,12748.0
South Cotabato,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,2710.0,4260.0,1340.0,2660.0,2800.0,5257.0
Sultan Kudarat,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,2780.0,8860.0,9160.0,1290.0,5370.0,6889.0
Sultan Kudarat,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,1450.0,2780.0,8860.0,9160.0,1290.0,2639.0
Sultan Kudarat,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,10650.0,1450.0,2780.0,8860.0,9160.0,32372.0
Sultan Kudarat,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,7290.0,10650.0,1450.0,2780.0,8860.0,20266.0
Agusan del Norte,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,1010.0,1720.0,380.0,6280.0,280.0,2305.0
Agusan del Norte,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,6720.0,1010.0,1720.0,380.0,6280.0,18950.0
Agusan del Norte,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,640.0,6720.0,1010.0,1720.0,380.0,475.0
Agusan del Norte,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,1530.0,640.0,6720.0,1010.0,1720.0,3473.0
Agusan del Sur,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,170.0,2520.0,590.0,3320.0,330.0,104.0
Agusan del Sur,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,3120.0,170.0,2520.0,590.0,3320.0,8264.0
Agusan del Sur,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,440.0,3120.0,170.0,2520.0,590.0,985.0
Agusan del Sur,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,4100.0,440.0,3120.0,170.0,2520.0,10742.0
Surigao del Sur,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,1680.0,1450.0,1070.0,12080.0,1080.0,2392.0
Surigao del Sur,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,14100.0,1680.0,1450.0,1070.0,12080.0,25098.0
Surigao del Sur,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,1100.0,14100.0,1680.0,1450.0,1070.0,2090.0
Surigao del Sur,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,1580.0,1100.0,14100.0,1680.0,1450.0,2140.0
Basilan,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,1230.0,310.0,1070.0,300.0,280.0,1435.0
Basilan,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,840.0,1230.0,310.0,1070.0,300.0,968.0
Basilan,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,1220.0,840.0,1230.0,310.0,1070.0,1256.0
Lanao del Sur,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,3460.0,6360.0,11190.0,2670.0,1770.0,9971.0
Maguindanao,1989,1,Rainfed Palay,52976.1,39183.9,48545.2,42356.2,24.663333333333338,25.623333333333335,26.61,27.156666666666666,8690.0,17020.0,5590.0,1430.0,10060.0,11188.0
Maguindanao,1989,2,Rainfed Palay,48914.0,52976.1,39183.9,48545.2,25.206666666666667,24.663333333333338,25.623333333333335,26.61,1250.0,8690.0,17020.0,5590.0,1430.0,1800.0
Maguindanao,1989,3,Rainfed Palay,51913.1,48914.0,52976.1,39183.9,26.836666666666662,25.206666666666667,24.663333333333338,25.623333333333335,5810.0,1250.0,8690.0,17020.0,5590.0,11635.0
Maguindanao,1989,4,Rainfed Palay,48903.4,51913.1,48914.0,52976.1,26.386666666666667,26.836666666666662,25.206666666666667,24.663333333333338,22900.0,5810.0,1250.0,8690.0,17020.0,49941.0
Abra,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,1020.0,4080.0,750.0,2570.0,1320.0,1711.0
Abra,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,2900.0,1020.0,4080.0,750.0,2570.0,5935.0
Abra,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,810.0,2900.0,1020.0,4080.0,750.0,1134.0
Abra,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,4080.0,810.0,2900.0,1020.0,4080.0,7270.0
Benguet,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,170.0,1210.0,1220.0,1410.0,110.0,220.0
Benguet,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,1590.0,170.0,1210.0,1220.0,1410.0,2629.0
Benguet,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,940.0,1590.0,170.0,1210.0,1220.0,1453.0
Benguet,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,900.0,940.0,1590.0,170.0,1210.0,1653.0
Ifugao,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,650.0,4010.0,160.0,3800.0,1460.0,1754.0
Ifugao,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,3440.0,650.0,4010.0,160.0,3800.0,10163.0
Ifugao,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,330.0,3440.0,650.0,4010.0,160.0,381.0
Ifugao,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,3990.0,330.0,3440.0,650.0,4010.0,11734.0
Kalinga,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,1780.0,11980.0,510.0,7670.0,2260.0,5656.0
Kalinga,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,7320.0,1780.0,11980.0,510.0,7670.0,22113.0
Kalinga,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,620.0,7320.0,1780.0,11980.0,510.0,1648.0
Kalinga,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,14980.0,620.0,7320.0,1780.0,11980.0,58957.0
Mountain Province,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,1160.0,1100.0,3370.0,940.0,1480.0,2393.0
Mountain Province,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,930.0,1160.0,1100.0,3370.0,940.0,1798.0
Mountain Province,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,3600.0,930.0,1160.0,1100.0,3370.0,6903.0
Mountain Province,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,1150.0,3600.0,930.0,1160.0,1100.0,2091.0
Ilocos Norte,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,4560.0,15860.0,850.0,5100.0,4880.0,10432.0
Ilocos Norte,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,6280.0,4560.0,15860.0,850.0,5100.0,13196.0
Ilocos Norte,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,1060.0,6280.0,4560.0,15860.0,850.0,2158.0
Ilocos Norte,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,20530.0,1060.0,6280.0,4560.0,15860.0,44999.0
Ilocos Sur,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,3430.0,9020.0,840.0,240.0,3270.0,9272.0
Ilocos Sur,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,90.0,3430.0,9020.0,840.0,240.0,288.0
Ilocos Sur,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,2010.0,90.0,3430.0,9020.0,840.0,6860.0
Ilocos Sur,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,6960.0,2010.0,90.0,3430.0,9020.0,22259.0
La Union,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,3870.0,11700.0,300.0,2980.0,3910.0,9620.0
La Union,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,4890.0,3870.0,11700.0,300.0,2980.0,11202.0
La Union,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,300.0,4890.0,3870.0,11700.0,300.0,658.0
La Union,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,13090.0,300.0,4890.0,3870.0,11700.0,34858.0
Pangasinan,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,24300.0,64150.0,3230.0,6610.0,24590.0,72891.0
Pangasinan,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,4520.0,24300.0,64150.0,3230.0,6610.0,12759.0
Pangasinan,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,1480.0,4520.0,24300.0,64150.0,3230.0,3826.0
Pangasinan,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,71070.0,1480.0,4520.0,24300.0,64150.0,221735.0
Cagayan,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,25990.0,27130.0,8020.0,14800.0,27600.0,65418.0
Cagayan,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,13360.0,25990.0,27130.0,8020.0,14800.0,35062.0
Cagayan,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,8540.0,13360.0,25990.0,27130.0,8020.0,27626.0
Cagayan,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,20140.0,8540.0,13360.0,25990.0,27130.0,53008.0
Isabela,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,43770.0,76380.0,16780.0,26610.0,54220.0,189916.0
Isabela,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,36320.0,43770.0,76380.0,16780.0,26610.0,131256.0
Isabela,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,4700.0,36320.0,43770.0,76380.0,16780.0,27478.0
Isabela,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,97550.0,4700.0,36320.0,43770.0,76380.0,398004.0
Nueva Vizcaya,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,7060.0,6460.0,9500.0,9180.0,8680.0,22451.0
Nueva Vizcaya,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,8550.0,7060.0,6460.0,9500.0,9180.0,32890.0
Nueva Vizcaya,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,9120.0,8550.0,7060.0,6460.0,9500.0,35182.0
Nueva Vizcaya,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,5430.0,9120.0,8550.0,7060.0,6460.0,17443.0
Quirino,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,2920.0,4050.0,530.0,3340.0,3960.0,8729.0
Quirino,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,2900.0,2920.0,4050.0,530.0,3340.0,7925.0
Quirino,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,260.0,2900.0,2920.0,4050.0,530.0,777.0
Quirino,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,5860.0,260.0,2900.0,2920.0,4050.0,23792.0
Aurora,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,6140.0,2730.0,3020.0,1640.0,3690.0,17809.0
Aurora,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,1610.0,6140.0,2730.0,3020.0,1640.0,5334.0
Aurora,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,2000.0,1610.0,6140.0,2730.0,3020.0,5888.0
Aurora,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,5990.0,2000.0,1610.0,6140.0,2730.0,18935.0
Bataan,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,2950.0,4900.0,3060.0,8060.0,1070.0,11953.0
Bataan,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,6200.0,2950.0,4900.0,3060.0,8060.0,23073.0
Bataan,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,3040.0,6200.0,2950.0,4900.0,3060.0,10876.0
Bataan,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,5020.0,3040.0,6200.0,2950.0,4900.0,16950.0
Bulacan,1990,1,Irrigated Palay,59752.8,48903.4,51913.1,48914.0,26.290000000000003,26.386666666666667,26.836666666666662,25.206666666666667,13310.0,29770.0,1400.0,11950.0,15770.0,49292.0
Bulacan,1990,2,Irrigated Palay,57509.0,59752.8,48903.4,51913.1,26.746666666666666,26.290000000000003,26.386666666666667,26.836666666666662,7300.0,13310.0,29770.0,1400.0,11950.0,24461.0
Bulacan,1990,3,Irrigated Palay,56557.5,57509.0,59752.8,48903.4,27.7,26.746666666666666,26.290000000000003,26.386666666666667,2540.0,7300.0,13310.0,29770.0,1400.0,9220.0
Bulacan,1990,4,Irrigated Palay,53027.8,56557.5,57509.0,59752.8,26.996666666666666,27.7,26.746666666666666,26.290000000000003,29240.0,2540.0,7300.0,13310.0,29770.0,141516.0
