Province,Year,Quarter,Crop,AFF GDP Q_n-1,AFF GDP Q_n-2,AFF GDP Q_n-3,NINO3.4 SST Q_n-1,NINO3.4 SST Q_n-2,NINO3.4 SST Q_n-3,Area Harvested Q_n,Area Harvested Q_n-1,Area Harvested Q_n-2,Area Harvested Q_n-3,PALAY YIELD Q_n
Rizal,2003,2,Irrigated Palay,148870.5,180752.5,131605.2,27.52333333333333,27.92,27.683333333333334,2550.0,2061.0,2992.0,207.0,9180.0
Rizal,2003,3,Irrigated Palay,140507.6,148870.5,180752.5,27.44,27.52333333333333,27.92,200.0,2550.0,2061.0,2992.0,780.0
Rizal,2003,4,Irrigated Palay,139398.9,140507.6,148870.5,27.073333333333334,27.44,27.52333333333333,3500.0,200.0,2550.0,2061.0,15050.0
Rizal,2004,1,Irrigated Palay,191659.6,139398.9,140507.6,27.066666666666666,27.073333333333334,27.44,2150.0,3500.0,200.0,2550.0,8600.0
Rizal,2004,2,Irrigated Palay,175281.0,191659.6,139398.9,26.91,27.066666666666666,27.073333333333334,2376.0,2150.0,3500.0,200.0,9765.0
Rizal,2004,3,Irrigated Palay,171867.2,175281.0,191659.6,27.80333333333333,26.91,27.066666666666666,215.0,2376.0,2150.0,3500.0,849.0
Rizal,2004,4,Irrigated Palay,175144.1,171867.2,175281.0,27.566666666666666,27.80333333333333,26.91,3450.0,215.0,2376.0,2150.0,15525.0
Rizal,2005,1,Irrigated Palay,222223.9,175144.1,171867.2,27.366666666666664,27.566666666666666,27.80333333333333,1375.0,3450.0,215.0,2376.0,5225.0
Rizal,2005,2,Irrigated Palay,188460.1,222223.9,175144.1,27.21666666666667,27.366666666666664,27.566666666666666,3225.0,1375.0,3450.0,215.0,11255.0
Rizal,2005,3,Irrigated Palay,180793.2,188460.1,222223.9,27.98,27.21666666666667,27.366666666666664,200.0,3225.0,1375.0,3450.0,840.0
Rizal,2005,4,Irrigated Palay,186337.0,180793.2,188460.1,26.99,27.98,27.21666666666667,3510.0,200.0,3225.0,1375.0,15724.0
Rizal,2006,1,Irrigated Palay,244281.1,186337.0,180793.2,26.276666666666667,26.99,27.98,2075.0,3510.0,200.0,3225.0,9379.0
Rizal,2006,2,Irrigated Palay,210596.4,244281.1,186337.0,26.09,26.276666666666667,26.99,2600.0,2075.0,3510.0,200.0,12480.0
Rizal,2006,3,Irrigated Palay,202886.6,210596.4,244281.1,27.709999999999997,26.09,26.276666666666667,165.0,2600.0,2075.0,3510.0,759.0
Rizal,2006,4,Irrigated Palay,203640.3,202886.6,210596.4,27.266666666666666,27.709999999999997,26.09,2785.0,165.0,2600.0,2075.0,10305.0
Rizal,2007,1,Irrigated Palay,258094.3,203640.3,202886.6,27.61,27.266666666666666,27.709999999999997,1590.0,2785.0,165.0,2600.0,5899.0
Rizal,2007,2,Irrigated Palay,225815.3,258094.3,203640.3,27.103333333333335,27.61,27.266666666666666,2040.0,1590.0,2785.0,165.0,8190.0
Rizal,2007,3,Irrigated Palay,225863.8,225815.3,258094.3,27.573333333333334,27.103333333333335,27.61,165.0,2040.0,1590.0,2785.0,678.0
Rizal,2007,4,Irrigated Palay,225946.3,225863.8,225815.3,26.37,27.573333333333334,27.103333333333335,2892.0,165.0,2040.0,1590.0,10874.0
Rizal,2008,1,Irrigated Palay,301804.3,225946.3,225863.8,25.48333333333333,26.37,27.573333333333334,1220.0,2892.0,165.0,2040.0,5548.0
Rizal,2008,2,Irrigated Palay,267036.3,301804.3,225946.3,25.506666666666664,25.48333333333333,26.37,2435.0,1220.0,2892.0,165.0,10008.0
Rizal,2008,3,Irrigated Palay,293394.2,267036.3,301804.3,27.070000000000004,25.506666666666664,25.48333333333333,280.0,2435.0,1220.0,2892.0,1224.0
Rizal,2008,4,Irrigated Palay,274774.3,293394.2,267036.3,26.793333333333333,27.070000000000004,25.506666666666664,2860.0,280.0,2435.0,1220.0,11752.0
Rizal,2009,1,Irrigated Palay,333368.4,274774.3,293394.2,26.290000000000003,26.793333333333333,27.070000000000004,1360.0,2860.0,280.0,2435.0,5917.0
Rizal,2009,2,Irrigated Palay,296534.9,333368.4,274774.3,26.166666666666668,26.290000000000003,26.793333333333333,2717.0,1360.0,2860.0,280.0,11787.0
Rizal,2009,3,Irrigated Palay,287441.7,296534.9,333368.4,27.94666666666667,26.166666666666668,26.290000000000003,420.0,2717.0,1360.0,2860.0,1696.0
Rizal,2009,4,Irrigated Palay,273942.3,287441.7,296534.9,27.633333333333336,27.94666666666667,26.166666666666668,742.0,420.0,2717.0,1360.0,2320.0
Rizal,2010,1,Irrigated Palay,362066.3,273942.3,287441.7,28.09,27.633333333333336,27.94666666666667,1038.0,742.0,420.0,2717.0,3164.0
Rizal,2010,2,Irrigated Palay,312501.2,362066.3,273942.3,28.12,28.09,27.633333333333336,2555.0,1038.0,742.0,420.0,10317.0
Rizal,2010,3,Irrigated Palay,292304.1,312501.2,362066.3,27.776666666666667,28.12,28.09,109.0,2555.0,1038.0,742.0,458.0
Rizal,2010,4,Irrigated Palay,293158.5,292304.1,312501.2,25.843333333333334,27.776666666666667,28.12,3240.0,109.0,2555.0,1038.0,12714.0
Rizal,2011,1,Irrigated Palay,394354.0,293158.5,292304.1,25.393333333333334,25.843333333333334,27.776666666666667,1400.0,3240.0,109.0,2555.0,5360.0
Rizal,2011,2,Irrigated Palay,353982.1,394354.0,293158.5,25.679999999999996,25.393333333333334,25.843333333333334,2500.0,1400.0,3240.0,109.0,10222.0
Rizal,2011,3,Irrigated Palay,340422.5,353982.1,394354.0,27.313333333333333,25.679999999999996,25.393333333333334,270.0,2500.0,1400.0,3240.0,951.0
Rizal,2011,4,Irrigated Palay,321381.7,340422.5,353982.1,26.560000000000002,27.313333333333333,25.679999999999996,3227.0,270.0,2500.0,1400.0,12175.0
Rizal,2012,1,Irrigated Palay,414178.3,321381.7,340422.5,25.856666666666666,26.560000000000002,27.313333333333333,1266.0,3227.0,270.0,2500.0,5756.0
Rizal,2012,2,Irrigated Palay,347054.9,414178.3,321381.7,26.293333333333333,25.856666666666666,26.560000000000002,2567.0,1266.0,3227.0,270.0,10856.0
Rizal,2012,3,Irrigated Palay,337675.2,347054.9,414178.3,27.643333333333334,26.293333333333333,25.856666666666666,364.0,2567.0,1266.0,3227.0,1139.0
Rizal,2012,4,Irrigated Palay,334959.8,337675.2,347054.9,27.45,27.643333333333334,26.293333333333333,1801.0,364.0,2567.0,1266.0,6634.0
Rizal,2013,1,Irrigated Palay,428783.4,334959.8,337675.2,26.876666666666665,27.45,27.643333333333334,1310.0,1801.0,364.0,2567.0,5017.0
Rizal,2013,2,Irrigated Palay,355840.1,428783.4,334959.8,26.453333333333333,26.876666666666665,27.45,2200.0,1310.0,1801.0,364.0,9060.0
Rizal,2013,3,Irrigated Palay,338539.2,355840.1,428783.4,27.623333333333335,26.453333333333333,26.876666666666665,424.0,2200.0,1310.0,1801.0,1145.0
Rizal,2013,4,Irrigated Palay,344721.8,338539.2,355840.1,26.763333333333332,27.623333333333335,26.453333333333333,2199.0,424.0,2200.0,1310.0,7282.0
Rizal,2014,1,Irrigated Palay,464020.4,344721.8,338539.2,26.606666666666666,26.763333333333332,27.623333333333335,1641.0,2199.0,424.0,2200.0,5855.0
Rizal,2014,2,Irrigated Palay,393886.9,464020.4,344721.8,26.28333333333333,26.606666666666666,26.763333333333332,2198.0,1641.0,2199.0,424.0,6454.0
Rizal,2014,3,Irrigated Palay,374265.3,393886.9,464020.4,28.166666666666668,26.28333333333333,26.606666666666666,301.0,2198.0,1641.0,2199.0,1109.0
Rizal,2014,4,Irrigated Palay,357220.7,374265.3,393886.9,27.076666666666668,28.166666666666668,26.28333333333333,2288.0,301.0,2198.0,1641.0,8689.0
Rizal,2015,1,Irrigated Palay,495327.0,357220.7,374265.3,27.349999999999998,27.076666666666668,28.166666666666668,1406.0,2288.0,301.0,2198.0,5955.0
Rizal,2015,2,Irrigated Palay,380057.7,495327.0,357220.7,27.41,27.349999999999998,27.076666666666668,1883.0,1406.0,2288.0,301.0,7985.0
Rizal,2015,3,Irrigated Palay,350398.4,380057.7,495327.0,28.689999999999998,27.41,27.349999999999998,180.0,1883.0,1406.0,2288.0,556.0
Rizal,2015,4,Irrigated Palay,339552.1,350398.4,380057.7,28.55333333333333,28.689999999999998,27.41,2991.0,180.0,1883.0,1406.0,11035.0
Rizal,2016,1,Irrigated Palay,463360.9,339552.1,350398.4,29.183333333333334,28.55333333333333,28.689999999999998,1505.0,2991.0,180.0,1883.0,5717.0
Rizal,2016,2,Irrigated Palay,367694.2,463360.9,339552.1,28.953333333333333,29.183333333333334,28.55333333333333,2178.0,1505.0,2991.0,180.0,9998.0
Rizal,2016,3,Irrigated Palay,348622.8,367694.2,463360.9,28.223333333333333,28.953333333333333,29.183333333333334,404.0,2178.0,1505.0,2991.0,1293.0
Rizal,2016,4,Irrigated Palay,359115.2,348622.8,367694.2,26.543333333333333,28.223333333333333,28.953333333333333,2547.0,404.0,2178.0,1505.0,10340.0
Rizal,2017,1,Irrigated Palay,468846.3,359115.2,348622.8,26.186666666666667,26.543333333333333,28.223333333333333,1620.0,2547.0,404.0,2178.0,6203.0
Rizal,2017,2,Irrigated Palay,399693.9,468846.3,359115.2,26.856666666666666,26.186666666666667,26.543333333333333,1416.0,1620.0,2547.0,404.0,6201.0
Rizal,2017,3,Irrigated Palay,391556.8,399693.9,468846.3,28.19,26.856666666666666,26.186666666666667,353.0,1416.0,1620.0,2547.0,1121.0
Rizal,2017,4,Irrigated Palay,381799.4,391556.8,399693.9,26.956666666666667,28.19,26.856666666666666,3256.0,353.0,1416.0,1620.0,12167.0
Rizal,2018,1,Irrigated Palay,512906.0,381799.4,391556.8,26.01,26.956666666666667,28.19,1500.0,3256.0,353.0,1416.0,4926.0
Rizal,2018,2,Irrigated Palay,429665.7,512906.0,381799.4,26.143333333333334,26.01,26.956666666666667,1686.0,1500.0,3256.0,353.0,5370.0
Rizal,2018,3,Irrigated Palay,406440.8,429665.7,512906.0,27.646666666666665,26.143333333333334,26.01,532.0,1686.0,1500.0,3256.0,2244.86
Rizal,2018,4,Irrigated Palay,396871.1,406440.8,429665.7,27.266666666666666,27.646666666666665,26.143333333333334,2680.63,532.0,1686.0,1500.0,11821.72
Rizal,2019,1,Irrigated Palay,529638.9,396871.1,406440.8,27.62,27.266666666666666,27.646666666666665,1233.11,2680.63,532.0,1686.0,3610.3
Rizal,2019,2,Irrigated Palay,420920.0,529638.9,396871.1,27.63,27.62,27.266666666666666,1820.0,1233.11,2680.63,532.0,5864.33
Rizal,2019,3,Irrigated Palay,395738.8,420920.0,529638.9,28.49,27.63,27.62,189.94,1820.0,1233.11,2680.63,829.87
Rizal,2019,4,Irrigated Palay,391370.6,395738.8,420920.0,27.173333333333332,28.49,27.63,1835.15,189.94,1820.0,1233.11,6307.06
Rizal,2020,1,Irrigated Palay,513509.3,391370.6,395738.8,27.213333333333335,27.173333333333332,28.49,659.5,1835.15,189.94,1820.0,2984.12
Rizal,2020,2,Irrigated Palay,442374.6,513509.3,391370.6,27.290000000000003,27.213333333333335,27.173333333333332,1372.0,659.5,1835.15,189.94,4836.4
Rizal,2020,3,Irrigated Palay,423957.9,442374.6,513509.3,27.776666666666667,27.290000000000003,27.213333333333335,156.1,1372.0,659.5,1835.15,527.0
Rizal,2020,4,Irrigated Palay,410313.2,423957.9,442374.6,26.55,27.776666666666667,27.290000000000003,1350.66,156.1,1372.0,659.5,4095.0
Rizal,2021,1,Irrigated Palay,551778.0,410313.2,423957.9,25.63,26.55,27.776666666666667,1126.75,1350.66,156.1,1372.0,4787.0
Rizal,2021,2,Irrigated Palay,486938.0,551778.0,410313.2,26.076666666666668,25.63,26.55,1850.0,1126.75,1350.66,156.1,8357.12
Rizal,2021,3,Irrigated Palay,453832.3,486938.0,551778.0,27.49,26.076666666666668,25.63,317.0,1850.0,1126.75,1350.66,1384.04
Rizal,2021,4,Irrigated Palay,433483.8,453832.3,486938.0,26.74,27.49,26.076666666666668,1869.0,317.0,1850.0,1126.75,7254.0
Rizal,2022,1,Irrigated Palay,580232.6,433483.8,453832.3,25.856666666666666,26.74,27.49,984.0,1869.0,317.0,1850.0,4342.0
Rizal,2022,2,Irrigated Palay,499972.7,580232.6,433483.8,26.03,25.856666666666666,26.74,1968.0,984.0,1869.0,317.0,9397.0
Rizal,2022,3,Irrigated Palay,480440.7,499972.7,580232.6,26.903333333333336,26.03,25.856666666666666,185.0,1968.0,984.0,1869.0,834.86
Rizal,2022,4,Irrigated Palay,484834.0,480440.7,499972.7,26.143333333333334,26.903333333333336,26.03,2067.0,185.0,1968.0,984.0,7179.0
Rizal,2023,1,Irrigated Palay,638842.5,484834.0,480440.7,25.873333333333335,26.143333333333334,26.903333333333336,807.0,2067.0,185.0,1968.0,3285.0
Rizal,2023,2,Irrigated Palay,566966.6,638842.5,484834.0,26.46666666666667,25.873333333333335,26.143333333333334,2490.0,807.0,2067.0,185.0,9480.0
Rizal,2023,3,Irrigated Palay,503276.0,566966.6,638842.5,28.310000000000002,26.46666666666667,25.873333333333335,384.0,2490.0,807.0,2067.0,1351.52
Rizal,2023,4,Irrigated Palay,511362.3,503276.0,566966.6,28.286666666666665,28.310000000000002,26.46666666666667,1897.0,384.0,2490.0,807.0,7402.5
Rizal,2024,1,Irrigated Palay,703554.3,511362.3,503276.0,28.573333333333334,28.286666666666665,28.310000000000002,301.6,1897.0,384.0,2490.0,1226.0
Marinduque,1987,4,Irrigated Palay,32527.7,42938.7,39782.8,28.173333333333332,28.290000000000003,27.72666666666667,310.0,230.0,130.0,730.0,667.0
Marinduque,1988,1,Irrigated Palay,48597.8,32527.7,42938.7,27.606666666666666,28.173333333333332,28.290000000000003,870.0,310.0,230.0,130.0,1433.0
Marinduque,1988,2,Irrigated Palay,42356.2,48597.8,32527.7,27.156666666666666,27.606666666666666,28.173333333333332,20.0,870.0,310.0,230.0,56.0
Marinduque,1988,3,Irrigated Palay,48545.2,42356.2,48597.8,26.61,27.156666666666666,27.606666666666666,430.0,20.0,870.0,310.0,996.0
Marinduque,1988,4,Irrigated Palay,39183.9,48545.2,42356.2,25.623333333333335,26.61,27.156666666666666,160.0,430.0,20.0,870.0,344.0
Marinduque,1989,1,Irrigated Palay,52976.1,39183.9,48545.2,24.663333333333338,25.623333333333335,26.61,850.0,160.0,430.0,20.0,1898.0
Marinduque,1992,2,Irrigated Palay,72138.6,79396.1,55754.1,28.3,27.753333333333334,27.44666666666667,150.0,630.0,180.0,670.0,256.0
Marinduque,1992,3,Irrigated Palay,67859.7,72138.6,79396.1,28.573333333333334,28.3,27.753333333333334,420.0,150.0,630.0,180.0,755.0
Marinduque,1992,4,Irrigated Palay,61128.0,67859.7,72138.6,26.956666666666667,28.573333333333334,28.3,390.0,420.0,150.0,630.0,1159.0
Marinduque,1993,1,Irrigated Palay,93417.7,61128.0,67859.7,26.563333333333333,26.956666666666667,28.573333333333334,710.0,390.0,420.0,150.0,2181.0
Marinduque,1993,2,Irrigated Palay,79063.6,93417.7,61128.0,27.08666666666667,26.563333333333333,26.956666666666667,80.0,710.0,390.0,420.0,182.0
Marinduque,1993,3,Irrigated Palay,71961.1,79063.6,93417.7,28.173333333333332,27.08666666666667,26.563333333333333,280.0,80.0,710.0,390.0,627.0
Marinduque,1993,4,Irrigated Palay,62458.1,71961.1,79063.6,27.123333333333335,28.173333333333332,27.08666666666667,420.0,280.0,80.0,710.0,1248.0
Marinduque,1994,1,Irrigated Palay,104628.6,62458.1,71961.1,26.866666666666664,27.123333333333335,28.173333333333332,690.0,420.0,280.0,80.0,2022.0
Marinduque,1994,2,Irrigated Palay,91738.8,104628.6,62458.1,26.87,26.866666666666664,27.123333333333335,80.0,690.0,420.0,280.0,218.0
Marinduque,1994,3,Irrigated Palay,87405.3,91738.8,104628.6,27.906666666666666,26.87,26.866666666666664,400.0,80.0,690.0,420.0,1040.0
Marinduque,1994,4,Irrigated Palay,79050.2,87405.3,91738.8,27.209999999999997,27.906666666666666,26.87,440.0,400.0,80.0,690.0,1025.0
Marinduque,1995,1,Irrigated Palay,114037.0,79050.2,87405.3,27.63,27.209999999999997,27.906666666666666,1360.0,440.0,400.0,80.0,2040.0
Marinduque,1996,2,Irrigated Palay,111239.9,127416.9,95039.6,26.093333333333334,25.786666666666665,26.506666666666664,178.0,1357.0,1210.0,220.0,404.0
Marinduque,1996,3,Irrigated Palay,106899.1,111239.9,127416.9,27.30666666666667,26.093333333333334,25.786666666666665,738.0,178.0,1357.0,1210.0,1365.0
Marinduque,1996,4,Irrigated Palay,103514.7,106899.1,111239.9,26.643333333333334,27.30666666666667,26.093333333333334,530.0,738.0,178.0,1357.0,1269.0
Marinduque,1997,1,Irrigated Palay,125319.5,103514.7,106899.1,26.21666666666667,26.643333333333334,27.30666666666667,1380.0,530.0,738.0,178.0,2372.0
Marinduque,1997,2,Irrigated Palay,113363.8,125319.5,103514.7,26.39,26.21666666666667,26.643333333333334,150.0,1380.0,530.0,738.0,300.0
Marinduque,1997,3,Irrigated Palay,106215.2,113363.8,125319.5,28.166666666666668,26.39,26.21666666666667,150.0,150.0,1380.0,530.0,288.0
Marinduque,1997,4,Irrigated Palay,99570.3,106215.2,113363.8,28.583333333333332,28.166666666666668,26.39,1430.0,150.0,150.0,1380.0,2991.0
Marinduque,1998,1,Irrigated Palay,137046.0,99570.3,106215.2,28.8,28.583333333333332,28.166666666666668,1300.0,1430.0,150.0,150.0,2948.0
Marinduque,1998,2,Irrigated Palay,112724.5,137046.0,99570.3,28.493333333333336,28.8,28.583333333333332,125.0,1300.0,1430.0,150.0,306.0
Marinduque,1998,3,Irrigated Palay,103829.1,112724.5,137046.0,27.863333333333333,28.493333333333336,28.8,600.0,125.0,1300.0,1430.0,1464.0
Marinduque,1998,4,Irrigated Palay,100814.7,103829.1,112724.5,25.86,27.863333333333333,28.493333333333336,1300.0,600.0,125.0,1300.0,2900.0
Marinduque,1999,1,Irrigated Palay,131848.1,100814.7,103829.1,25.28333333333333,25.86,27.863333333333333,1380.0,1300.0,600.0,125.0,4244.0
Marinduque,1999,2,Irrigated Palay,129091.1,131848.1,100814.7,25.650000000000002,25.28333333333333,25.86,200.0,1380.0,1300.0,600.0,520.0
Marinduque,1999,3,Irrigated Palay,117599.4,129091.1,131848.1,26.796666666666667,25.650000000000002,25.28333333333333,700.0,200.0,1380.0,1300.0,2235.0
Marinduque,1999,4,Irrigated Palay,113313.6,117599.4,129091.1,25.893333333333334,26.796666666666667,25.650000000000002,1100.0,700.0,200.0,1380.0,3480.0
Marinduque,2000,1,Irrigated Palay,148640.2,113313.6,117599.4,25.25333333333333,25.893333333333334,26.796666666666667,1400.0,1100.0,700.0,200.0,4332.0
Marinduque,2000,2,Irrigated Palay,125530.2,148640.2,113313.6,25.373333333333335,25.25333333333333,25.893333333333334,210.0,1400.0,1100.0,700.0,685.0
Marinduque,2000,3,Irrigated Palay,124887.5,125530.2,148640.2,26.94333333333333,25.373333333333335,25.25333333333333,732.0,210.0,1400.0,1100.0,2400.0
Marinduque,2000,4,Irrigated Palay,113497.5,124887.5,125530.2,26.400000000000002,26.94333333333333,25.373333333333335,1240.0,732.0,210.0,1400.0,3810.0
Marinduque,2001,1,Irrigated Palay,151564.7,113497.5,124887.5,25.856666666666666,26.400000000000002,26.94333333333333,1380.0,1240.0,732.0,210.0,4470.0
Marinduque,2001,2,Irrigated Palay,122880.6,151564.7,113497.5,26.28333333333333,25.856666666666666,26.400000000000002,220.0,1380.0,1240.0,732.0,720.0
Marinduque,2001,3,Irrigated Palay,125987.5,122880.6,151564.7,27.403333333333336,26.28333333333333,25.856666666666666,700.0,220.0,1380.0,1240.0,2560.0
Marinduque,2001,4,Irrigated Palay,121929.4,125987.5,122880.6,26.86,27.403333333333336,26.28333333333333,1252.0,700.0,220.0,1380.0,4257.0
Marinduque,2002,1,Irrigated Palay,164560.6,121929.4,125987.5,26.326666666666668,26.86,27.403333333333336,1322.0,1252.0,700.0,220.0,4376.0
Marinduque,2002,2,Irrigated Palay,139121.7,164560.6,121929.4,26.763333333333335,26.326666666666668,26.86,242.0,1322.0,1252.0,700.0,789.0
Marinduque,2002,3,Irrigated Palay,133602.0,139121.7,164560.6,28.073333333333334,26.763333333333335,26.326666666666668,670.0,242.0,1322.0,1252.0,2430.0
Marinduque,2002,4,Irrigated Palay,131605.2,133602.0,139121.7,27.683333333333334,28.073333333333334,26.763333333333335,1260.0,670.0,242.0,1322.0,4221.0
Marinduque,2003,1,Irrigated Palay,180752.5,131605.2,133602.0,27.92,27.683333333333334,28.073333333333334,1318.0,1260.0,670.0,242.0,4218.0
Marinduque,2003,2,Irrigated Palay,148870.5,180752.5,131605.2,27.52333333333333,27.92,27.683333333333334,232.0,1318.0,1260.0,670.0,742.0
Marinduque,2003,3,Irrigated Palay,140507.6,148870.5,180752.5,27.44,27.52333333333333,27.92,668.0,232.0,1318.0,1260.0,2204.0
Marinduque,2003,4,Irrigated Palay,139398.9,140507.6,148870.5,27.073333333333334,27.44,27.52333333333333,1320.0,668.0,232.0,1318.0,4435.0
Marinduque,2004,1,Irrigated Palay,191659.6,139398.9,140507.6,27.066666666666666,27.073333333333334,27.44,1343.0,1320.0,668.0,232.0,4526.0
Marinduque,2004,2,Irrigated Palay,175281.0,191659.6,139398.9,26.91,27.066666666666666,27.073333333333334,236.0,1343.0,1320.0,668.0,771.0
Marinduque,2004,3,Irrigated Palay,171867.2,175281.0,191659.6,27.80333333333333,26.91,27.066666666666666,670.0,236.0,1343.0,1320.0,2305.0
Marinduque,2004,4,Irrigated Palay,175144.1,171867.2,175281.0,27.566666666666666,27.80333333333333,26.91,1274.0,670.0,236.0,1343.0,4319.0
Marinduque,2005,1,Irrigated Palay,222223.9,175144.1,171867.2,27.366666666666664,27.566666666666666,27.80333333333333,1355.0,1274.0,670.0,236.0,4580.0
Marinduque,2005,2,Irrigated Palay,188460.1,222223.9,175144.1,27.21666666666667,27.366666666666664,27.566666666666666,237.0,1355.0,1274.0,670.0,786.0
Marinduque,2005,3,Irrigated Palay,180793.2,188460.1,222223.9,27.98,27.21666666666667,27.366666666666664,220.0,237.0,1355.0,1274.0,766.0
Marinduque,2005,4,Irrigated Palay,186337.0,180793.2,188460.1,26.99,27.98,27.21666666666667,1280.0,220.0,237.0,1355.0,4378.0
Marinduque,2006,1,Irrigated Palay,244281.1,186337.0,180793.2,26.276666666666667,26.99,27.98,1361.0,1280.0,220.0,237.0,4630.0
Marinduque,2006,2,Irrigated Palay,210596.4,244281.1,186337.0,26.09,26.276666666666667,26.99,238.0,1361.0,1280.0,220.0,795.0
Marinduque,2006,3,Irrigated Palay,202886.6,210596.4,244281.1,27.709999999999997,26.09,26.276666666666667,519.0,238.0,1361.0,1280.0,1754.0
Marinduque,2006,4,Irrigated Palay,203640.3,202886.6,210596.4,27.266666666666666,27.709999999999997,26.09,1291.0,519.0,238.0,1361.0,4402.0
Marinduque,2007,1,Irrigated Palay,258094.3,203640.3,202886.6,27.61,27.266666666666666,27.709999999999997,1364.0,1291.0,519.0,238.0,4665.0
Marinduque,2007,2,Irrigated Palay,225815.3,258094.3,203640.3,27.103333333333335,27.61,27.266666666666666,250.0,1364.0,1291.0,519.0,835.0
Marinduque,2007,3,Irrigated Palay,225863.8,225815.3,258094.3,27.573333333333334,27.103333333333335,27.61,400.0,250.0,1364.0,1291.0,1375.0
Marinduque,2007,4,Irrigated Palay,225946.3,225863.8,225815.3,26.37,27.573333333333334,27.103333333333335,1330.0,400.0,250.0,1364.0,4562.0
Marinduque,2008,1,Irrigated Palay,301804.3,225946.3,225863.8,25.48333333333333,26.37,27.573333333333334,1364.0,1330.0,400.0,250.0,4665.0
Marinduque,2008,2,Irrigated Palay,267036.3,301804.3,225946.3,25.506666666666664,25.48333333333333,26.37,252.0,1364.0,1330.0,400.0,844.0
Marinduque,2008,3,Irrigated Palay,293394.2,267036.3,301804.3,27.070000000000004,25.506666666666664,25.48333333333333,740.0,252.0,1364.0,1330.0,2568.0
Marinduque,2008,4,Irrigated Palay,274774.3,293394.2,267036.3,26.793333333333333,27.070000000000004,25.506666666666664,978.0,740.0,252.0,1364.0,2845.0
Marinduque,2009,1,Irrigated Palay,333368.4,274774.3,293394.2,26.290000000000003,26.793333333333333,27.070000000000004,1367.0,978.0,740.0,252.0,4199.0
Marinduque,2009,2,Irrigated Palay,296534.9,333368.4,274774.3,26.166666666666668,26.290000000000003,26.793333333333333,258.0,1367.0,978.0,740.0,829.0
Marinduque,2009,3,Irrigated Palay,287441.7,296534.9,333368.4,27.94666666666667,26.166666666666668,26.290000000000003,800.0,258.0,1367.0,978.0,2941.0
Marinduque,2009,4,Irrigated Palay,273942.3,287441.7,296534.9,27.633333333333336,27.94666666666667,26.166666666666668,986.0,800.0,258.0,1367.0,3154.0
Marinduque,2010,1,Irrigated Palay,362066.3,273942.3,287441.7,28.09,27.633333333333336,27.94666666666667,1420.0,986.0,800.0,258.0,4690.0
Marinduque,2010,2,Irrigated Palay,312501.2,362066.3,273942.3,28.12,28.09,27.633333333333336,104.0,1420.0,986.0,800.0,319.0
Marinduque,2011,3,Irrigated Palay,340422.5,353982.1,394354.0,27.313333333333333,25.679999999999996,25.393333333333334,714.0,210.0,1430.0,1098.0,2763.0
Marinduque,2011,4,Irrigated Palay,321381.7,340422.5,353982.1,26.560000000000002,27.313333333333333,25.679999999999996,434.0,714.0,210.0,1430.0,1405.0
Marinduque,2012,1,Irrigated Palay,414178.3,321381.7,340422.5,25.856666666666666,26.560000000000002,27.313333333333333,1420.0,434.0,714.0,210.0,4548.0
Marinduque,2012,2,Irrigated Palay,347054.9,414178.3,321381.7,26.293333333333333,25.856666666666666,26.560000000000002,168.0,1420.0,434.0,714.0,531.0
Marinduque,2012,3,Irrigated Palay,337675.2,347054.9,414178.3,27.643333333333334,26.293333333333333,25.856666666666666,180.0,168.0,1420.0,434.0,556.0
Marinduque,2012,4,Irrigated Palay,334959.8,337675.2,347054.9,27.45,27.643333333333334,26.293333333333333,557.0,180.0,168.0,1420.0,1755.0
Marinduque,2013,1,Irrigated Palay,428783.4,334959.8,337675.2,26.876666666666665,27.45,27.643333333333334,1080.0,557.0,180.0,168.0,2832.0
Marinduque,2013,2,Irrigated Palay,355840.1,428783.4,334959.8,26.453333333333333,26.876666666666665,27.45,145.0,1080.0,557.0,180.0,373.0
Marinduque,2013,3,Irrigated Palay,338539.2,355840.1,428783.4,27.623333333333335,26.453333333333333,26.876666666666665,129.0,145.0,1080.0,557.0,413.0
Marinduque,2013,4,Irrigated Palay,344721.8,338539.2,355840.1,26.763333333333332,27.623333333333335,26.453333333333333,1310.0,129.0,145.0,1080.0,4480.0
Marinduque,2014,1,Irrigated Palay,464020.4,344721.8,338539.2,26.606666666666666,26.763333333333332,27.623333333333335,1114.0,1310.0,129.0,145.0,2905.0
Marinduque,2014,2,Irrigated Palay,393886.9,464020.4,344721.8,26.28333333333333,26.606666666666666,26.763333333333332,128.0,1114.0,1310.0,129.0,325.0
Marinduque,2014,3,Irrigated Palay,374265.3,393886.9,464020.4,28.166666666666668,26.28333333333333,26.606666666666666,65.0,128.0,1114.0,1310.0,225.0
Marinduque,2014,4,Irrigated Palay,357220.7,374265.3,393886.9,27.076666666666668,28.166666666666668,26.28333333333333,1113.0,65.0,128.0,1114.0,3751.0
Marinduque,2015,1,Irrigated Palay,495327.0,357220.7,374265.3,27.349999999999998,27.076666666666668,28.166666666666668,1207.0,1113.0,65.0,128.0,3882.0
Marinduque,2015,2,Irrigated Palay,380057.7,495327.0,357220.7,27.41,27.349999999999998,27.076666666666668,164.0,1207.0,1113.0,65.0,491.0
