Province,Year,Quarter,Crop,AFF GDP Q_n-1,AFF GDP Q_n-2,NINO3.4 SST Q_n-1,NINO3.4 SST Q_n-2,Area Harvested Q_n,Area Harvested Q_n-1,Area Harvested Q_n-2,PALAY YIELD Q_n
Zamboanga del Sur,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,8660.0,3900.0,17880.0,28710.0
Zamboanga del Sur,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,10830.0,8660.0,3900.0,40195.0
Zamboanga City,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2350.0,2000.0,1560.0,7815.0
Zamboanga City,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,1330.0,2350.0,2000.0,1773.0
Zamboanga City,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,1020.0,1330.0,2350.0,3526.0
Zamboanga City,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,1380.0,1020.0,1330.0,4715.0
Bukidnon,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,22040.0,31860.0,4160.0,46988.0
Bukidnon,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,1940.0,22040.0,31860.0,5664.0
Bukidnon,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,3060.0,1940.0,22040.0,13486.0
Bukidnon,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,35060.0,3060.0,1940.0,139853.0
Camiguin,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,90.0,20.0,320.0,184.0
Camiguin,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,110.0,90.0,20.0,337.0
Camiguin,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,40.0,110.0,90.0,96.0
Camiguin,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,20.0,40.0,110.0,37.0
Lanao del Norte,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,6000.0,6380.0,5210.0,21478.0
Lanao del Norte,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,560.0,6000.0,6380.0,1113.0
Lanao del Norte,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,1800.0,560.0,6000.0,5482.0
Lanao del Norte,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,10140.0,1800.0,560.0,41071.0
Misamis Occidental,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2880.0,1920.0,2270.0,10602.0
Misamis Occidental,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,1010.0,2880.0,1920.0,3083.0
Misamis Occidental,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,1560.0,1010.0,2880.0,4832.0
Misamis Occidental,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,2080.0,1560.0,1010.0,9323.0
Misamis Oriental,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,1610.0,3330.0,1550.0,4261.0
Misamis Oriental,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,1760.0,1610.0,3330.0,4276.0
Misamis Oriental,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,1000.0,1760.0,1610.0,3000.0
Misamis Oriental,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,2600.0,1000.0,1760.0,8781.0
Davao del Norte,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,11820.0,20020.0,10800.0,40177.0
Davao del Norte,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,7300.0,11820.0,20020.0,24553.0
Davao del Norte,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,4800.0,7300.0,11820.0,21321.0
Davao del Norte,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,14830.0,4800.0,7300.0,63310.0
Davao del Sur,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,7800.0,4390.0,8370.0,31839.0
Davao del Sur,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,1140.0,7800.0,4390.0,4210.0
Davao del Sur,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,2750.0,1140.0,7800.0,11495.0
Davao del Sur,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,7950.0,2750.0,1140.0,33481.0
Davao Oriental,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,780.0,3080.0,1380.0,3384.0
Davao Oriental,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,3910.0,780.0,3080.0,16318.0
Davao Oriental,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,190.0,3910.0,780.0,959.0
Davao Oriental,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,2970.0,190.0,3910.0,12165.0
City of Davao,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,1020.0,1090.0,1100.0,3195.0
City of Davao,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,960.0,1020.0,1090.0,3129.0
City of Davao,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,840.0,960.0,1020.0,2994.0
City of Davao,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,1360.0,840.0,960.0,4446.0
Cotabato (North Cotabato),1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,9210.0,20750.0,9480.0,31350.0
Cotabato (North Cotabato),1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,2970.0,9210.0,20750.0,10797.0
Cotabato (North Cotabato),1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,6530.0,2970.0,9210.0,26997.0
Cotabato (North Cotabato),1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,18930.0,6530.0,2970.0,69417.0
South Cotabato,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,16770.0,2990.0,9880.0,45782.0
South Cotabato,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,2260.0,16770.0,2990.0,6846.0
South Cotabato,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,6390.0,2260.0,16770.0,24386.0
South Cotabato,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,15230.0,6390.0,2260.0,56966.0
Sultan Kudarat,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,15470.0,9110.0,5610.0,44420.0
Sultan Kudarat,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,850.0,15470.0,9110.0,2833.0
Sultan Kudarat,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,8000.0,850.0,15470.0,31670.0
Sultan Kudarat,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,12430.0,8000.0,850.0,60380.0
Agusan del Norte,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2340.0,1300.0,1110.0,11165.0
Agusan del Norte,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,2730.0,2340.0,1300.0,8090.0
Agusan del Norte,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,450.0,2730.0,2340.0,680.0
Agusan del Norte,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,900.0,450.0,2730.0,3155.0
Agusan del Sur,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,3150.0,70.0,4170.0,10255.0
Surigao del Norte,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,7240.0,5370.0,6220.0,21810.0
Surigao del Norte,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,5060.0,7240.0,5370.0,9345.0
Surigao del Norte,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,1870.0,5060.0,7240.0,3890.0
Surigao del Norte,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,3560.0,1870.0,5060.0,11646.0
Surigao del Sur,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,1740.0,3640.0,3040.0,4489.0
Surigao del Sur,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,4670.0,1740.0,3640.0,13629.0
Surigao del Sur,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,2000.0,4670.0,1740.0,4500.0
Surigao del Sur,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,3520.0,2000.0,4670.0,7885.0
Basilan,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,360.0,1100.0,650.0,470.0
Basilan,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,300.0,360.0,1100.0,396.0
Basilan,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,360.0,300.0,360.0,660.0
Basilan,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,1120.0,360.0,300.0,1830.0
Lanao del Sur,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,1330.0,170.0,1130.0,3495.0
Lanao del Sur,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,330.0,1330.0,170.0,1053.0
Maguindanao,1992,1,Irrigated Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2220.0,5440.0,5850.0,2482.0
Maguindanao,1992,2,Irrigated Palay,72138.6,79396.1,28.3,27.753333333333334,10.0,2220.0,5440.0,24.0
Maguindanao,1992,3,Irrigated Palay,67859.7,72138.6,28.573333333333334,28.3,7960.0,10.0,2220.0,18697.0
Maguindanao,1992,4,Irrigated Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,7470.0,7960.0,10.0,22870.0
Pangasinan,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,570.0,93190.0,1430.0,1656.0
Cagayan,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,9790.0,6650.0,240.0,13562.0
Cagayan,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,4830.0,9790.0,6650.0,6910.0
Cagayan,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,530.0,4830.0,9790.0,885.0
Cagayan,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,4490.0,530.0,4830.0,5327.0
Isabela,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,70.0,8340.0,7590.0,11.0
Nueva Vizcaya,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,260.0,250.0,350.0,593.0
Nueva Vizcaya,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,30.0,260.0,250.0,28.0
Quirino,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,470.0,790.0,2160.0,229.0
Aurora,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,640.0,1340.0,420.0,2131.0
Aurora,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,920.0,640.0,1340.0,2591.0
Aurora,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,150.0,920.0,640.0,335.0
Aurora,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,1140.0,150.0,920.0,3642.0
Batangas,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,310.0,12140.0,5770.0,459.0
Laguna,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,310.0,890.0,80.0,390.0
Laguna,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,1320.0,310.0,890.0,3570.0
Laguna,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,170.0,1320.0,310.0,326.0
Laguna,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,1420.0,170.0,1320.0,3400.0
Quezon,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,11240.0,12490.0,720.0,28494.0
Quezon,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,4270.0,11240.0,12490.0,5140.0
Quezon,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,110.0,4270.0,11240.0,241.0
Quezon,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,19470.0,110.0,4270.0,31980.0
Marinduque,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,4120.0,5820.0,10.0,4729.0
Oriental Mindoro,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,5440.0,16090.0,450.0,13829.0
Oriental Mindoro,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,4940.0,5440.0,16090.0,9781.0
Oriental Mindoro,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,420.0,4940.0,5440.0,455.0
Oriental Mindoro,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,12180.0,420.0,4940.0,26751.0
Palawan,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,4850.0,20280.0,4060.0,10100.0
Romblon,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2850.0,6880.0,1290.0,3905.0
Albay,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2520.0,2770.0,190.0,5031.0
Albay,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,800.0,2520.0,2770.0,1341.0
Albay,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,110.0,800.0,2520.0,331.0
Albay,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,3000.0,110.0,800.0,5373.0
Camarines Norte,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,3020.0,2040.0,670.0,7179.0
Camarines Norte,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,560.0,3020.0,2040.0,1030.0
Camarines Sur,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,24220.0,22970.0,3040.0,50602.0
Camarines Sur,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,530.0,24220.0,22970.0,937.0
Camarines Sur,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,1940.0,530.0,24220.0,3645.0
Camarines Sur,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,19020.0,1940.0,530.0,48124.0
Catanduanes,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,3560.0,3450.0,300.0,6227.0
Catanduanes,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,240.0,3560.0,3450.0,232.0
Catanduanes,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,30.0,240.0,3560.0,57.0
Catanduanes,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,4230.0,30.0,240.0,8311.0
Masbate,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,1180.0,14420.0,20290.0,665.0
Sorsogon,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,8210.0,8800.0,630.0,9862.0
Sorsogon,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,1770.0,8210.0,8800.0,2900.0
Sorsogon,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,50.0,1770.0,8210.0,73.0
Sorsogon,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,5310.0,50.0,1770.0,6642.0
Aklan,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,7520.0,1500.0,5640.0,13615.0
Antique,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2790.0,8330.0,4340.0,4404.0
Capiz,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,33010.0,26600.0,6240.0,79348.0
Iloilo,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,50800.0,77940.0,8880.0,76708.0
Negros Occidental,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,8920.0,16740.0,6360.0,13200.0
Bohol,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,17520.0,25230.0,2540.0,15593.0
Bohol,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,4520.0,17520.0,25230.0,1696.0
Bohol,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,10.0,4520.0,17520.0,7.0
Bohol,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,19200.0,10.0,4520.0,21504.0
Cebu,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,620.0,1380.0,460.0,434.0
Cebu,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,70.0,620.0,1380.0,39.0
Cebu,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,520.0,70.0,620.0,286.0
Cebu,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,230.0,520.0,70.0,275.0
Negros Oriental,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,190.0,1540.0,170.0,178.0
Eastern Samar,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,10220.0,3450.0,1410.0,15051.0
Eastern Samar,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,500.0,10220.0,3450.0,952.0
Eastern Samar,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,900.0,500.0,10220.0,1085.0
Eastern Samar,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,3460.0,900.0,500.0,4018.0
Leyte,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,18080.0,8480.0,7650.0,30563.0
Leyte,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,2450.0,18080.0,8480.0,4227.0
Leyte,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,3260.0,2450.0,18080.0,4886.0
Leyte,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,7500.0,3260.0,2450.0,11250.0
Northern Samar,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,45250.0,5910.0,4220.0,53570.0
Northern Samar,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,270.0,45250.0,5910.0,234.0
Northern Samar,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,1060.0,270.0,45250.0,1335.0
Northern Samar,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,1570.0,1060.0,270.0,2440.0
Samar,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,24120.0,4320.0,15040.0,11260.0
Samar,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,540.0,24120.0,4320.0,411.0
Southern Leyte,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,340.0,1290.0,490.0,670.0
Southern Leyte,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,490.0,340.0,1290.0,820.0
Southern Leyte,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,80.0,490.0,340.0,90.0
Southern Leyte,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,140.0,80.0,490.0,260.0
Zamboanga del Norte,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,740.0,14700.0,2000.0,1172.0
Zamboanga del Norte,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,100.0,740.0,14700.0,63.0
Zamboanga del Norte,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,1770.0,100.0,740.0,2203.0
Zamboanga del Norte,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,9520.0,1770.0,100.0,15299.0
Zamboanga del Sur,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,4660.0,14270.0,13680.0,10592.0
Zamboanga del Sur,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,520.0,4660.0,14270.0,857.0
Zamboanga del Sur,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,10350.0,520.0,4660.0,32188.0
Zamboanga del Sur,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,15130.0,10350.0,520.0,52597.0
Zamboanga City,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,130.0,1410.0,3400.0,207.0
Bukidnon,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2000.0,430.0,23710.0,1913.0
Lanao del Norte,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,200.0,460.0,3620.0,470.0
Misamis Occidental,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,30.0,180.0,200.0,29.0
Misamis Oriental,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,220.0,500.0,40.0,325.0
Davao del Norte,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,580.0,5820.0,2230.0,1628.0
Davao del Norte,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,150.0,580.0,5820.0,313.0
Davao del Norte,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,220.0,150.0,580.0,445.0
Davao del Norte,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,1620.0,220.0,150.0,5597.0
City of Davao,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,280.0,1310.0,1300.0,651.0
City of Davao,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,440.0,280.0,1310.0,979.0
City of Davao,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,1510.0,440.0,280.0,3055.0
City of Davao,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,830.0,1510.0,440.0,1293.0
Cotabato (North Cotabato),1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,80.0,1120.0,10820.0,80.0
South Cotabato,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,700.0,4380.0,8830.0,410.0
South Cotabato,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,150.0,700.0,4380.0,285.0
South Cotabato,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,9540.0,150.0,700.0,21911.0
South Cotabato,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,1150.0,9540.0,150.0,2875.0
Sultan Kudarat,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,800.0,3970.0,16770.0,1567.0
Agusan del Norte,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,1220.0,1180.0,100.0,2775.0
Agusan del Norte,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,280.0,1220.0,1180.0,665.0
Agusan del Sur,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,100.0,2940.0,140.0,88.0
Agusan del Sur,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,2180.0,100.0,2940.0,6150.0
Agusan del Sur,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,410.0,2180.0,100.0,477.0
Agusan del Sur,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,5970.0,410.0,2180.0,17969.0
Surigao del Sur,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2480.0,910.0,990.0,2836.0
Surigao del Sur,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,10290.0,2480.0,910.0,18978.0
Surigao del Sur,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,890.0,10290.0,2480.0,890.0
Surigao del Sur,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,210.0,890.0,10290.0,332.0
Basilan,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,300.0,630.0,200.0,195.0
Basilan,1992,2,Rainfed Palay,72138.6,79396.1,28.3,27.753333333333334,10.0,300.0,630.0,6.0
Basilan,1992,3,Rainfed Palay,67859.7,72138.6,28.573333333333334,28.3,520.0,10.0,300.0,754.0
Basilan,1992,4,Rainfed Palay,61128.0,67859.7,26.956666666666667,28.573333333333334,720.0,520.0,10.0,837.0
Lanao del Sur,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,3520.0,4730.0,9750.0,11187.0
Maguindanao,1992,1,Rainfed Palay,79396.1,55754.1,27.753333333333334,27.44666666666667,2290.0,4310.0,9010.0,2085.0
Abra,1993,1,Irrigated Palay,93417.7,61128.0,26.563333333333333,26.956666666666667,810.0,4140.0,450.0,1460.0
Abra,1993,2,Irrigated Palay,79063.6,93417.7,27.08666666666667,26.563333333333333,2710.0,810.0,4140.0,5212.0
Abra,1993,3,Irrigated Palay,71961.1,79063.6,28.173333333333332,27.08666666666667,700.0,2710.0,810.0,1255.0
Abra,1993,4,Irrigated Palay,62458.1,71961.1,27.123333333333335,28.173333333333332,3940.0,700.0,2710.0,7594.0
Benguet,1993,1,Irrigated Palay,93417.7,61128.0,26.563333333333333,26.956666666666667,80.0,940.0,730.0,105.0
Benguet,1993,2,Irrigated Palay,79063.6,93417.7,27.08666666666667,26.563333333333333,1910.0,80.0,940.0,5208.0
Benguet,1993,3,Irrigated Palay,71961.1,79063.6,28.173333333333332,27.08666666666667,720.0,1910.0,80.0,1262.0
Benguet,1993,4,Irrigated Palay,62458.1,71961.1,27.123333333333335,28.173333333333332,920.0,720.0,1910.0,2621.0
Ifugao,1993,1,Irrigated Palay,93417.7,61128.0,26.563333333333333,26.956666666666667,1970.0,3390.0,580.0,9133.0
Ifugao,1993,2,Irrigated Palay,79063.6,93417.7,27.08666666666667,26.563333333333333,2460.0,1970.0,3390.0,6469.0
Ifugao,1993,3,Irrigated Palay,71961.1,79063.6,28.173333333333332,27.08666666666667,380.0,2460.0,1970.0,456.0
Ifugao,1993,4,Irrigated Palay,62458.1,71961.1,27.123333333333335,28.173333333333332,4220.0,380.0,2460.0,17992.0
Kalinga,1993,1,Irrigated Palay,93417.7,61128.0,26.563333333333333,26.956666666666667,1580.0,14320.0,930.0,6124.0
Kalinga,1993,2,Irrigated Palay,79063.6,93417.7,27.08666666666667,26.563333333333333,7500.0,1580.0,14320.0,22598.0
Kalinga,1993,3,Irrigated Palay,71961.1,79063.6,28.173333333333332,27.08666666666667,550.0,7500.0,1580.0,2010.0
